POSTALCODE,ONS_ID,weight
K1B4C7,904,1
K1B4C8,904,1
K1B4C9,904,1
K1B4E1,904,1
K1B4E2,904,1
K1B4E3,86,1
K1B4E6,86,1
K1B4E7,86,1
K1B4E8,904,0.9966967722884678
K1B4E8,926,0.003303227711532233
K1B4E9,904,1
K1B4G1,904,1
K1B4G2,904,1
K1B4G3,904,1
K1B4G4,904,1
K1B4G5,904,1
K1B4G6,86,1
K1B4G7,86,1
K1B4G8,86,1
K1B4G9,86,1
K1B4H1,86,1
K1B4H2,46,1
K1B4H3,46,0.9340402545687422
K1B4H3,917,0.06595974543125784
K1B4H4,46,0.9902496897115385
K1B4H4,917,0.009750310288461529
K1B4H5,46,1
K1B4H6,46,1
K1B4H7,46,1
K1B4H8,46,1
K1B4H9,46,1
K1B4J1,46,1
K1B4J2,46,1
K1B4J3,46,1
K1B4J4,46,1
K1B4J5,46,1
K1B4J6,46,1
K1B4J7,46,1
K1B4J8,46,1
K1B4J9,46,1
K1B4K1,46,1
K1B4K2,46,1
K1B4K3,904,1
K1B4K4,904,1
K1B4K5,904,0.9237136106874803
K1B4K5,926,0.07628638931251971
K1B4K6,86,1
K1B4K7,86,1
K1B4K8,86,1
K1B4L3,904,1
K1B4L4,904,1
K1B4L7,46,1
K1B4L8,46,1
K1B4L9,46,1
K1B4M1,904,1
K1B4M2,904,1
K1B4M3,904,1
K1B4M4,904,1
K1B4M5,904,1
K1B4M6,904,1
K1B4M7,904,1
K1B4M8,904,1
K1B4M9,904,1
K1B4N1,904,1
K1B4N2,904,1
K1B4N3,904,0.9825552147615749
K1B4N3,926,0.017444785238425065
K1B4N5,904,1
K1B4N6,904,1
K1B4N7,86,1
K1B4N8,86,1
K1B4N9,86,1
K1B4P1,86,1
K1B4P2,86,1
K1B4P3,86,1
K1B4P4,86,1
K1B4P5,86,1
K1B4P6,86,1
K1B4P7,86,1
K1B4P8,86,1
K1B4P9,86,1
K1B4R1,86,1
K1B4R2,86,1
K1B4R3,86,1
K1B4R4,86,1
K1B4R5,86,1
K1B4R6,86,1
K1B4R7,86,1
K1B4R8,86,1
K1B4R9,86,1
K1B4S2,86,1
K1B4S8,46,1
K1B4S9,46,1
K1B4T1,86,1
K1B4T2,86,1
K1B4T6,904,1
K1B4T8,46,1
K1B4T9,46,1
K1B4V1,46,1
K1B4V2,46,1
K1B4V3,904,0.9941768984759295
K1B4V3,926,0.005823101524070453
K1B4V4,86,1
K1B4V6,904,1
K1B4V9,904,1
K1B4W1,904,1
K1B4W2,904,1
K1B4W3,904,1
K1B4W6,86,1
K1B4W7,86,1
K1B4W9,904,1
K1B4X4,904,1
K1B4X5,904,1
K1B4X6,904,1
K1B4X7,904,1
K1B4X9,904,1
K1B4Y1,904,1
K1B4Y2,904,1
K1B4Y3,904,1
K1B4Y4,904,1
K1B4Y5,904,1
K1B4Y6,904,1
K1B4Y7,904,1
K1B4Y8,904,1
K1B4Y9,86,1
K1B4Z1,86,1
K1B4Z2,86,1
K1B4Z3,904,0.05664106794750531
K1B4Z3,926,0.9433589320524947
K1B4Z5,904,1
K1B4Z6,904,1
K1B4Z7,904,1
K1B4Z8,904,1
K1B4Z9,86,1
K1B5A1,86,1
K1B5A2,86,1
K1B5A3,904,1
K1B5A5,904,1
K1B5A8,904,1
K1B5A9,904,1
K1B5B1,904,1
K1B5B2,904,1
K1B5B3,904,1
K1B5B4,46,1
K1B5B5,46,1
K1B5B6,46,1
K1B5B7,46,1
K1B5B8,904,1
K1B5C1,86,1
K1B5C2,86,1
K1B5C3,86,1
K1B5C5,86,1
K1B5C6,86,1
K1B5C7,86,1
K1B5C8,86,1
K1B5C9,86,1
K1B5E1,86,1
K1B5E2,86,1
K1B5E3,86,1
K1B5E4,86,1
K1B5E5,86,1
K1B5E6,86,1
K1B5E7,86,1
K1B5E8,86,1
K1B5E9,86,1
K1B5G1,86,1
K1B5G2,86,1
K1B5G3,86,1
K1B5G4,86,1
K1B5G5,86,1
K1B5G6,86,1
K1B5G7,86,1
K1B5G8,86,1
K1B5G9,86,1
K1B5H1,86,1
K1B5H2,86,1
K1B5H3,86,1
K1B5H4,86,1
K1B5H5,86,1
K1B5H6,86,1
K1B5H7,86,1
K1B5H8,86,1
K1B5H9,86,1
K1B5J1,86,1
K1B5J2,86,1
K1B5J3,86,1
K1B5J4,86,1
K1B5J5,86,1
K1B5J6,86,1
K1B5J7,86,1
K1B5J8,86,1
K1B5J9,86,1
K1B5K1,86,1
K1B5K2,46,1
K1B5K3,86,1
K1B5K4,86,1
K1B5K5,86,1
K1B5K6,86,1
K1B5K7,86,1
K1B5K8,86,1
K1B5L4,86,1
K1B5L5,86,1
K1B5L9,904,1
K1B5M2,86,1
K1B5M3,86,1
K1B5M4,86,1
K1B5M5,86,1
K1B5N5,904,1
K1B5P7,86,1
K1B5R2,904,1
K1C0A1,915,1
K1C0A3,77,1
K1C0A4,939,1
K1C0A5,915,1
K1C0A6,915,1
K1C0A7,915,1
K1C0A9,915,1
K1C0B1,915,1
K1C0B2,915,1
K1C0B3,915,1
K1C0B7,915,1
K1C0B8,915,1
K1C0B9,915,1
K1C0C1,915,1
K1C0C2,913,1
K1C0C3,939,1
K1C0C4,915,1
K1C1A2,915,1
K1C1A3,915,1
K1C1A4,915,1
K1C1A5,915,1
K1C1A7,915,1
K1C1A8,915,1
K1C1A9,915,1
K1C1B1,915,1
K1C1B2,915,1
K1C1B3,915,1
K1C1B4,915,1
K1C1B5,915,1
K1C1B6,915,1
K1C1B7,915,1
K1C1B8,915,1
K1C1B9,915,1
K1C1C1,915,1
K1C1C2,915,1
K1C1C3,915,1
K1C1C4,915,1
K1C1C5,915,1
K1C1C6,915,1
K1C1C7,915,1
K1C1C8,915,1
K1C1C9,915,1
K1C1E1,915,1
K1C1E2,915,1
K1C1E3,913,1
K1C1E4,913,1
K1C1E5,915,1
K1C1E6,913,1
K1C1E7,915,1
K1C1E8,939,1
K1C1E9,915,1
K1C1G1,939,1
K1C1G3,939,1
K1C1G5,939,0.41918881423910626
K1C1G5,943,0.5808111857608937
K1C1G6,915,1
K1C1G7,943,1
K1C1G8,915,1
K1C1H1,913,1
K1C1H2,913,1
K1C1H3,913,1
K1C1H4,939,1
K1C1H5,939,1
K1C1H6,939,1
K1C1H7,939,1
K1C1H8,939,1
K1C1H9,939,1
K1C1J1,939,1
K1C1J2,939,1
K1C1J3,939,1
K1C1J5,939,1
K1C1J6,939,1
K1C1J7,939,1
K1C1J8,939,1
K1C1J9,939,1
K1C1K1,939,1
K1C1K2,76,1
K1C1K3,76,1
K1C1K8,915,1
K1C1K9,915,1
K1C1L1,915,1
K1C1L2,915,1
K1C1L3,915,1
K1C1L4,915,1
K1C1L5,915,1
K1C1L6,943,1
K1C1L7,943,1
K1C1L8,939,1
K1C1L9,939,1
K1C1M1,939,1
K1C1M2,939,1
K1C1M3,939,1
K1C1M4,939,1
K1C1M5,939,1
K1C1M6,939,1
K1C1M7,939,1
K1C1M8,939,1
K1C1M9,939,1
K1C1N1,939,1
K1C1N2,939,1
K1C1N3,939,1
K1C1N4,939,1
K1C1N5,915,1
K1C1N6,915,1
K1C1N7,915,1
K1C1N8,915,1
K1C1N9,939,1
K1C1P1,915,1
K1C1P2,915,1
K1C1P3,915,1
K1C1P4,915,1
K1C1P5,915,1
K1C1P6,915,1
K1C1P7,913,0.0146897587904279
K1C1P7,939,0.9853102412095721
K1C1P8,913,1
K1C1P9,913,0.02255684441962886
K1C1P9,939,0.9774431555803711
K1C1R1,913,1
K1C1R2,913,0.9978933640927443
K1C1R2,939,0.0021066359072556507
K1C1R3,913,0.00519150387494443
K1C1R3,939,0.9948084961250556
K1C1R4,913,1
K1C1R5,913,0.005914038898299101
K1C1R5,939,0.9940859611017009
K1C1R6,915,1
K1C1R7,915,1
K1C1R8,913,1
K1C1S1,77,1
K1C1S2,77,1
K1C1S3,915,1
K1C1S4,915,1
K1C1S5,915,1
K1C1S6,915,1
K1C1T1,913,0.662329629564071
K1C1T1,939,0.15481426537998463
K1C1T1,75,0.18285610505594435
K1C1T3,915,1
K1C1T4,915,1
K1C1T5,915,1
K1C1T6,915,1
K1C1T7,915,1
K1C1T8,915,1
K1C1T9,915,1
K1C1V1,915,1
K1C1V2,915,1
K1C1V3,915,1
K1C1V4,915,1
K1C1V5,76,1
K1C1V6,915,1
K1C1V7,915,1
K1C1V8,915,1
K1C1V9,915,1
K1C1W1,915,1
K1C1W2,915,1
K1C1W3,915,1
K1C1W4,915,1
K1C1W5,915,1
K1C1W6,915,1
K1C1W7,915,1
K1C1W8,915,1
K1C1W9,915,1
K1C1X1,915,1
K1C1X2,915,1
K1C1X3,915,1
K1C1X4,915,1
K1C1X5,915,1
K1C1X6,915,1
K1C1X7,915,1
K1C1X8,915,1
K1C1X9,915,1
K1C1Y1,915,1
K1C1Y2,915,1
K1C1Y3,915,1
K1C1Y4,915,1
K1C1Y5,915,1
K1C1Y6,915,1
K1C1Y7,915,1
K1C1Y8,915,1
K1C1Y9,915,1
K1C1Z1,915,1
K1C1Z2,915,1
K1C1Z3,915,1
K1C1Z4,915,1
K1C1Z5,915,1
K1C1Z6,915,1
K1C1Z7,915,1
K1C1Z8,915,1
K1C1Z9,915,1
K1C2A1,915,1
K1C2A2,915,1
K1C2A3,915,1
K1C2A4,915,1
K1C2A5,915,1
K1C2A6,915,1
K1C2A7,915,1
K1C2A8,915,1
K1C2A9,915,1
K1C2B1,915,1
K1C2B2,915,1
K1C2B3,915,1
K1C2B4,915,1
K1C2B5,915,1
K1C2B6,915,1
K1C2B7,915,1
K1C2B8,915,1
K1C2B9,915,1
K1C2C1,915,1
K1C2C2,915,1
K1C2C3,915,1
K1C2C4,915,1
K1C2C5,915,1
K1C2C6,915,1
K1C2C7,915,1
K1C2C8,915,1
K1C2C9,915,1
K1C2E1,915,1
K1C2E2,77,1
K1C2E3,915,1
K1C2E4,915,1
K1C2E5,915,1
K1C2E6,939,1
K1C2E7,915,1
K1C2E8,915,1
K1C2E9,915,1
K1C2G1,939,1
K1C2G2,939,1
K1C2G3,915,1
K1C2G4,915,1
K1C2G5,915,1
K1C2G6,939,1
K1C2G7,939,1
K1C2G8,939,1
K1C2G9,915,1
K1C2H1,915,1
K1C2H2,915,1
K1C2H3,915,1
K1C2H4,939,1
K1C2H5,915,1
K1C2H6,939,1
K1C2H7,915,1
K1C2H8,939,1
K1C2H9,915,1
K1C2J1,915,1
K1C2J2,939,1
K1C2J3,915,1
K1C2J4,915,1
K1C2J5,915,1
K1C2J6,915,1
K1C2J7,915,1
K1C2J8,913,0.002829307011598547
K1C2J8,939,0.9971706929884014
K1C2J9,939,1
K1C2K2,915,1
K1C2K3,915,1
K1C2K4,915,1
K1C2K5,915,1
K1C2K6,915,1
K1C2K7,915,1
K1C2K8,915,1
K1C2K9,915,1
K1C2L1,939,1
K1C2L2,915,1
K1C2L3,915,1
K1C2L4,939,1
K1C2L5,915,1
K1C2L6,915,1
K1C2L7,915,1
K1C2L8,915,1
K1C2M1,915,1
K1C2M2,915,1
K1C2M3,915,1
K1C2M5,915,0.8711684017732697
K1C2M5,926,0.1288315982267303
K1C2M6,915,1
K1C2M7,915,1
K1C2M8,915,1
K1C2M9,915,0.9154050372743746
K1C2M9,926,0.08459496272562533
K1C2N2,915,0.8577624065055796
K1C2N2,926,0.14223759349442044
K1C2N3,939,1
K1C2N4,915,1
K1C2N5,915,1
K1C2N6,915,1
K1C2N7,915,1
K1C2N8,915,1
K1C2N9,915,1
K1C2P1,915,1
K1C2P2,939,1
K1C2P3,915,1
K1C2P4,915,1
K1C2P5,915,1
K1C2P6,915,0.796056819307861
K1C2P6,926,0.2039431806921389
K1C2P7,915,1
K1C2P8,939,1
K1C2P9,939,1
K1C2R2,915,1
K1C2R3,915,1
K1C2R5,915,1
K1C2R6,915,1
K1C2R7,915,1
K1C2R8,915,1
K1C2R9,915,1
K1C2S1,915,1
K1C2S2,915,1
K1C2S3,915,1
K1C2S4,915,1
K1C2S5,915,1
K1C2S6,915,1
K1C2S7,915,1
K1C2S8,915,1
K1C2T1,915,1
K1C2T2,915,1
K1C2T3,915,1
K1C2T4,915,1
K1C2T5,915,1
K1C2T6,915,1
K1C2T7,915,1
K1C2T8,915,1
K1C2T9,915,1
K1C2V1,915,1
K1C2V2,915,1
K1C2V3,915,1
K1C2V4,915,1
K1C2V5,915,1
K1C2V6,915,1
K1C2V7,915,1
K1C2V8,915,1
K1C2V9,915,1
K1C2W1,915,1
K1C2W2,915,1
K1C2W3,915,1
K1C2W4,915,1
K1C2W5,915,1
K1C2W6,939,1
K1C2W7,915,1
K1C2W8,915,1
K1C2W9,915,1
K1C2X1,915,1
K1C2X2,915,1
K1C2X3,915,1
K1C2X4,915,1
K1C2X5,915,1
K1C2X6,915,0.922796799797688
K1C2X6,926,0.07720320020231197
K1C2X7,939,1
K1C2X9,915,1
K1C2Y1,915,1
K1C2Y2,915,1
K1C2Y3,915,1
K1C2Y4,915,1
K1C2Y5,939,1
K1C2Y6,915,1
K1C2Y7,915,1
K1C2Y8,915,1
K1C2Y9,939,1
K1C2Z1,939,1
K1C2Z2,915,1
K1C2Z3,939,1
K1C2Z4,939,1
K1C2Z6,915,1
K1C2Z7,915,1
K1C2Z8,915,1
K1C2Z9,915,1
K1C3A1,915,1
K1C3A2,915,1
K1C3A3,915,1
K1C3A4,915,1
K1C3A5,915,1
K1C3A6,915,1
K1C3A7,915,1
K1C3A8,915,1
K1C3A9,915,1
K1C3B1,915,1
K1C3B2,915,1
K1C3B3,939,1
K1C3B4,939,1
K1C3B5,915,1
K1C3B6,915,1
K1C3B7,939,1
K1C3B8,939,1
K1C3B9,913,3.202871835563613e-4
K1C3B9,939,0.9996797128164436
K1C3C1,939,1
K1C3C2,939,1
K1C3C3,939,1
K1C3C4,915,1
K1C3C5,915,1
K1C3C6,915,1
K1C3C7,913,0.00526063133599283
K1C3C7,939,0.9947393686640071
K1C3C8,939,1
K1C3C9,939,1
K1C3E1,915,1
K1C3E3,915,1
K1C3E5,915,1
K1C3E6,915,1
K1C3E7,915,1
K1C3E8,915,1
K1C3E9,915,1
K1C3G1,915,1
K1C3G2,915,1
K1C3G3,939,1
K1C3G4,939,1
K1C3G5,939,1
K1C3G6,939,1
K1C3G7,913,2.872590555066484e-4
K1C3G7,939,0.9997127409444934
K1C3G8,939,1
K1C3G9,913,0.0029623305865537413
K1C3G9,939,0.9970376694134463
K1C3H1,939,1
K1C3H2,939,1
K1C3H3,913,0.0029011133784005117
K1C3H3,939,0.9970988866215995
K1C3H4,913,0.08615298224474621
K1C3H4,939,0.9138470177552538
K1C3H5,913,0.004919934160794026
K1C3H5,939,0.9950800658392059
K1C3H6,913,0.004425192359007715
K1C3H6,939,0.9955748076409923
K1C3H7,913,0.006872144450750078
K1C3H7,939,0.9931278555492499
K1C3H8,913,0.0041223390855707545
K1C3H8,939,0.9958776609144292
K1C3H9,939,1
K1C3J1,939,1
K1C3J2,939,1
K1C3J3,939,1
K1C3J4,913,0.0025448707752333435
K1C3J4,939,0.9974551292247666
K1C3J5,913,0.25440787801420667
K1C3J5,939,0.7455921219857934
K1C3J6,939,1
K1C3J7,939,1
K1C3J8,939,1
K1C3J9,939,1
K1C3K1,913,0.0039248961794524145
K1C3K1,939,0.9960751038205475
K1C3K2,939,1
K1C3K3,915,1
K1C3K4,939,1
K1C3L1,913,0.01135876769928883
K1C3L1,939,0.9886412323007112
K1C3R4,915,1
K1C3R5,915,1
K1C3R6,915,1
K1C3W6,939,1
K1C3W7,939,1
K1C4M7,939,1
K1C4N3,939,1
K1C4N4,915,1
K1C4N5,915,1
K1C4N6,915,1
K1C4N7,915,1
K1C4N8,915,1
K1C4N9,915,1
K1C4P1,915,1
K1C4P2,915,1
K1C4P3,915,1
K1C4P6,915,1
K1C4P7,915,1
K1C4P8,915,1
K1C4R1,77,1
K1C4R2,915,1
K1C4R3,915,1
K1C4R4,915,1
K1C4R5,915,1
K1C4R6,915,1
K1C4R8,915,1
K1C4R9,915,1
K1C4S2,915,1
K1C4S4,915,1
K1C4S6,915,1
K1C4S8,915,1
K1C4S9,915,1
K1C4T2,939,1
K1C4T3,939,1
K1C4T5,939,1
K1C4T6,939,1
K1C4T8,939,1
K1C4T9,939,1
K1C4V1,939,1
K1C4V2,939,1
K1C4V3,939,1
K1C4V4,939,1
K1C4V5,939,1
K1C4V6,939,1
K1C4V7,939,1
K1C4V8,939,1
K1C4V9,939,1
K1C4W1,939,1
K1C4W2,939,1
K1C4W3,939,1
K1C4W5,939,1
K1C4W8,939,1
K1C4W9,939,1
K1C4X1,939,1
K1C4X2,939,1
K1C4X3,939,1
K1C4X4,939,1
K1C4X5,939,1
K1C4X6,939,1
K1C4X7,939,1
K1C4X8,939,1
K1C4X9,939,1
K1C4Y1,939,1
K1C4Y2,939,1
K1C4Y3,939,1
K1C4Y4,939,1
K1C4Y5,939,1
K1C4Y6,939,1
K1C4Y7,939,1
K1C4Y8,939,1
K1C4Y9,939,1
K1C4Z1,939,1
K1C4Z2,939,1
K1C4Z3,939,1
K1C4Z4,939,1
K1C4Z5,939,1
K1C4Z6,939,1
K1C4Z7,939,1
K1C4Z9,939,1
K1C5A1,939,1
K1C5A2,939,1
K1C5A3,939,1
K1C5A4,939,1
K1C5A5,939,1
K1C5A6,939,1
K1C5A7,939,1
K1C5A8,939,1
K1C5A9,939,1
K1C5B1,939,1
K1C5B2,939,1
K1C5B3,939,1
K1C5B4,939,1
K1C5B5,939,1
K1C5B6,939,1
K1C5B7,939,1
K1C5B8,939,1
K1C5B9,939,1
K1C5C1,939,1
K1C5C2,939,1
K1C5C3,939,1
K1C5C4,939,1
K1C5C5,939,1
K1C5C6,939,1
K1C5C7,939,1
K1C5C8,939,1
K1C5C9,939,1
K1C5E1,939,1
K1C5E2,939,1
K1C5E3,939,1
K1C5E4,939,1
K1C5E5,939,1
K1C5E6,939,1
K1C5E7,939,1
K1C5E9,939,1
K1C5G1,939,1
K1C5G2,939,1
K1C5G3,939,1
K1C5G4,939,1
K1C5G5,939,1
K1C5G6,939,1
K1C5G7,939,1
K1C5G8,939,1
K1C5G9,939,1
K1C5H1,939,1
K1C5H3,939,1
K1C5H4,939,1
K1C5H5,939,1
K1C5H6,939,1
K1C5H7,939,1
K1C5H8,939,1
K1C5H9,939,1
K1C5J1,939,1
K1C5J2,939,1
K1C5J3,939,1
K1C5J4,939,1
K1C5J6,939,1
K1C5J7,939,1
K1C5J9,939,1
K1C5K1,939,1
K1C5K2,939,1
K1C5K3,915,1
K1C5K4,915,1
K1C5K5,915,1
K1C5K6,915,1
K1C5K7,915,1
K1C5K8,915,1
K1C5L1,915,1
K1C5L2,915,1
K1C5L3,915,1
K1C5L4,915,1
K1C5L5,915,1
K1C5L6,915,1
K1C5L7,915,1
K1C5L8,915,1
K1C5L9,915,1
K1C5M1,915,1
K1C5M2,915,1
K1C5M3,915,1
K1C5M4,915,1
K1C5M5,915,1
K1C5M6,915,1
K1C5M7,913,1
K1C5M8,913,1
K1C5M9,913,1
K1C5N1,913,1
K1C5N2,913,1
K1C5N3,913,1
K1C5N4,913,1
K1C5N5,913,1
K1C5N6,913,1
K1C5N7,913,1
K1C5N8,913,1
K1C5N9,913,1
K1C5P1,913,1
K1C5P2,913,1
K1C5P3,913,1
K1C5P4,913,1
K1C5P5,913,1
K1C5P6,913,1
K1C5P7,913,1
K1C5P8,913,1
K1C5P9,913,1
K1C5R1,913,1
K1C5R2,913,1
K1C5R3,913,1
K1C5R4,913,1
K1C5R5,913,1
K1C5R6,913,1
K1C5R7,913,1
K1C5R8,913,1
K1C5R9,913,1
K1C5S1,913,1
K1C5S2,913,1
K1C5S3,913,1
K1C5S4,913,1
K1C5S6,913,1
K1C5S7,913,1
K1C5S9,913,1
K1C5T1,913,1
K1C5T2,913,1
K1C5T3,913,1
K1C5T4,913,1
K1C5T5,913,1
K1C5T6,913,1
K1C5T7,913,1
K1C5T8,913,1
K1C5T9,913,1
K1C5V1,913,1
K1C5V2,913,1
K1C5V3,913,1
K1C5V4,913,1
K1C5V5,913,1
K1C5V6,913,1
K1C5V7,913,1
K1C5V8,913,1
K1C5V9,913,1
K1C5W1,913,1
K1C5W2,913,1
K1C5W3,913,1
K1C5W4,913,1
K1C5W5,913,1
K1C5W6,913,1
K1C5W7,913,1
K1C5W8,913,1
K1C5W9,913,1
K1C5X1,913,1
K1C5X2,913,1
K1C5X3,913,1
K1C5X4,913,1
K1C5X5,913,1
K1C5X6,913,1
K1C5X7,913,1
K1C5X8,913,1
K1C5X9,913,1
K1C5Y1,913,1
K1C5Y2,913,1
K1C5Y3,913,1
K1C5Y4,913,1
K1C5Y5,913,1
K1C5Y6,913,1
K1C5Y7,913,1
K1C5Y8,913,1
K1C5Y9,913,1
K1C5Z1,913,1
K1C5Z2,913,1
K1C5Z3,913,1
K1C5Z4,913,1
K1C5Z5,913,1
K1C5Z6,913,1
K1C5Z7,913,1
K1C5Z8,913,1
K1C5Z9,913,1
K1C6A1,913,1
K1C6A3,913,1
K1C6A4,913,1
K1C6A6,913,1
K1C6A7,913,1
K1C6A8,913,1
K1C6A9,913,1
K1C6B1,913,1
K1C6B2,913,1
K1C6B3,939,1
K1C6B4,939,1
K1C6B5,939,1
K1C6B6,939,1
K1C6B7,939,1
K1C6B8,939,1
K1C6B9,939,1
K1C6C1,939,1
K1C6C2,939,1
K1C6C3,939,1
K1C6C4,939,1
K1C6C5,939,1
K1C6C6,939,1
K1C6C7,939,1
K1C6C8,939,1
K1C6C9,939,1
K1C6E1,939,1
K1C6E2,939,1
K1C6E3,939,1
K1C6E5,939,1
K1C6E6,939,1
K1C6E8,915,1
K1C6E9,915,1
K1C6G1,915,1
K1C6G2,939,1
K1C6G3,939,1
K1C6G5,939,1
K1C6G6,939,1
K1C6G7,939,1
K1C6G8,913,1
K1C6G9,913,1
K1C6H2,913,1
K1C6H3,913,1
K1C6H4,913,1
K1C6H5,913,1
K1C6H6,913,1
K1C6H7,913,1
K1C6H8,913,1
K1C6H9,913,1
K1C6J2,939,1
K1C6J3,939,1
K1C6J4,939,1
K1C6J5,939,1
K1C6J6,939,1
K1C6J7,939,1
K1C6J8,939,1
K1C6J9,939,1
K1C6K1,939,1
K1C6K2,939,1
K1C6K3,939,1
K1C6K5,939,1
K1C6K7,913,1
K1C6K8,913,1
K1C6K9,913,1
K1C6L1,913,1
K1C6L2,913,1
K1C6L3,913,1
